company_name,state,sector,paid_up_capital,authorized_cap_inr,age_years,director_count,sector_risk_score,credit_score,default_risk,log_cap,capital_tier,is_metro,state_msme_credit_cr,is_opportunity,credit_score_raw,state_npa_proxy,credit_gap_ratio
Sai Tech Pvt Ltd,Tamil Nadu,Retail,3610882.5311431377,4616661.147327145,8.702164319196934,4,0.28,88.2,0,15.09946304583279,Small,True,154500.0,0,55.1,0.06,0.45
Green Tech LLP,West Bengal,Manufacturing,81304.48989529567,100738.58907697756,9.750464898274206,2,0.42,49.1,0,11.305968819643498,Micro,False,51500.0,0,36.4,0.08,0.65
Prime Tech Pvt Ltd,Gujarat,Manufacturing,2998753.263315666,3590895.138617352,3.482938456653602,5,0.42,39.2,0,14.913707514832629,Small,True,123600.0,0,33.2,0.06,0.45
Royal Enterprises Corp,Maharashtra,F&B,1812222.448125564,2254503.6057409933,1.3032471032838746,4,0.55,9.3,0,14.410065073724883,Small,True,226600.0,0,20.3,0.05,0.45
Apex Logistics Pvt Ltd,Gujarat,Retail,2576614.769188903,3350787.5338340653,8.78391800826028,4,0.28,86.3,0,14.761987378474874,Small,True,123600.0,0,53.7,0.06,0.45
Nova Logistics LLP,West Bengal,F&B,38523.95328077416,42729.13286637089,4.037458934515452,5,0.55,1.3,0,10.559061447488665,Micro,False,51500.0,0,10.2,0.08,0.65
Shree Tech Ltd,Telangana,Construction,531963.8687665203,622363.388670083,0.6063428930671209,2,0.68,0.8,1,13.18433272999014,Micro,True,51500.0,0,8.8,0.06,0.65
Sai Logistics Pvt Ltd,Gujarat,F&B,1323691.762196482,1747024.0263152863,5.106382779733177,3,0.55,35.5,0,14.095935935829,Small,True,123600.0,0,31.7,0.06,0.45
Apex Trading Pvt Ltd,Maharashtra,Manufacturing,2494883.183270793,3108423.0784902005,10.00996641820782,2,0.42,87.3,0,14.729752866559592,Small,True,226600.0,0,54.5,0.05,0.45
Sai Ventures Corp,Rajasthan,IT Services,58489.40144964136,74406.40716821545,3.336401094676014,4,0.15,7.8,1,10.976617941973808,Micro,False,51500.0,0,19.0,0.08,0.65
Global Systems Ltd,Gujarat,F&B,4332654.411405833,5847169.871493097,0.5849824348218425,3,0.55,13.0,0,15.281691170997409,Small,True,123600.0,0,22.3,0.06,0.45
Nova Industries Ltd,Telangana,Construction,4884023.211979091,5717993.90229032,6.819106091605058,1,0.68,62.1,0,15.40148007160812,Small,True,51500.0,1,41.1,0.06,0.45
Global Tech LLP,Delhi,Retail,1032275.7479468612,1416684.8423896846,6.971549047706425,3,0.28,66.5,0,13.84727735568858,Small,True,103000.0,1,42.9,0.04,0.45
Global Ventures Ltd,Gujarat,IT Services,200707.64676229836,229588.36911900897,1.1513343991670917,1,0.15,6.3,1,12.209609616877302,Micro,True,123600.0,0,17.8,0.06,0.65
Green Tech Ltd,Maharashtra,Manufacturing,26451883.53599908,31673252.23512987,9.751643264454756,4,0.42,95.9,0,17.090837962728568,Medium,True,226600.0,0,65.5,0.05,0.25
Shree Trading Pvt Ltd,West Bengal,IT Services,2675163.662615116,3808238.28642056,4.713039328657278,4,0.15,66.7,0,14.799521492535543,Small,False,51500.0,1,43.0,0.08,0.45
Prime Industries LLP,Rajasthan,IT Services,680350.9112686339,915462.1119354684,5.438542777153989,4,0.15,55.2,1,13.430365459858292,Micro,False,51500.0,0,38.5,0.08,0.65
Blue Systems Corp,Karnataka,F&B,388431.9196667693,551904.3566401965,0.6794749575868022,6,0.55,1.5,1,12.869875768931127,Micro,True,144200.0,0,10.4,0.05,0.65
Global Tech LLP,Rajasthan,Retail,1589056.8754772174,1761275.6567580488,9.292643983449468,2,0.28,85.1,0,14.278651867434055,Small,False,51500.0,0,53.0,0.08,0.45
Shree Logistics LLP,Gujarat,Construction,386469.1663126098,435821.9445494125,5.24512507295015,2,0.68,14.6,1,12.864809954671008,Micro,True,123600.0,0,23.0,0.06,0.65
Prime Solutions LLP,Delhi,Manufacturing,2846107.0219311942,3309041.626274507,3.058063750234352,3,0.42,35.1,0,14.861463012614797,Small,True,103000.0,0,31.5,0.04,0.45
Royal Tech Ltd,Delhi,Manufacturing,1627492.1665520603,1918794.0533561648,6.401636372170826,6,0.42,59.6,0,14.302551454316912,Small,True,103000.0,1,40.1,0.04,0.45
Global Tech Ltd,Rajasthan,Construction,4088161.102846424,5766674.112804907,2.609178213765566,3,0.68,20.7,0,15.223606063417671,Small,False,51500.0,0,25.9,0.08,0.45
Sai Solutions Pvt Ltd,Delhi,Manufacturing,2557013.6879079174,3649150.369584509,5.433497432672,4,0.42,56.9,0,14.754350998452336,Small,True,103000.0,1,39.1,0.04,0.45
Apex Industries Corp,Uttar Pradesh,Manufacturing,128296.05222986308,173779.12496626214,3.54795541274403,1,0.42,6.2,0,11.762103574734663,Micro,False,51500.0,0,17.6,0.09,0.65
Shree Logistics Pvt Ltd,Tamil Nadu,IT Services,2463601.8283519535,2983818.0571412104,6.174250691859179,4,0.15,76.2,0,14.71713540085085,Small,True,154500.0,0,47.5,0.06,0.45
Sai Enterprises Ltd,West Bengal,Manufacturing,894352.8758903898,1171301.468184735,6.123670948770035,1,0.42,48.3,1,13.703856810163206,Micro,False,51500.0,0,36.1,0.08,0.65
Blue Solutions Pvt Ltd,West Bengal,Manufacturing,1714508.509956546,2110170.176306395,3.983231841313352,4,0.42,36.4,0,14.354637597651031,Small,False,51500.0,0,32.1,0.08,0.45
Prime Tech Corp,Delhi,Construction,351331.0650583913,444450.9198889109,1.7412282864803332,1,0.68,1.7,1,12.769487109518092,Micro,True,103000.0,0,10.6,0.04,0.65
Nova Systems Ltd,Tamil Nadu,F&B,7991397.072939287,10644489.07671538,14.01453925948856,4,0.55,97.7,0,15.89387628027533,Small,True,154500.0,0,71.1,0.06,0.45
Shree Systems LLP,Tamil Nadu,Construction,20377093.680437528,28083022.973610457,7.35207059446175,2,0.68,80.8,0,16.829922018208826,Medium,True,154500.0,0,50.2,0.06,0.25
Shree Systems Pvt Ltd,Maharashtra,Manufacturing,573412.1871891159,645098.3959547868,7.615670135948536,2,0.42,56.6,0,13.259361830403986,Micro,True,226600.0,1,39.0,0.05,0.65
Apex Logistics Ltd,Telangana,Construction,3427613.727187161,4794847.146372973,6.388268950383648,2,0.68,53.6,0,15.04737516241484,Small,True,51500.0,0,37.9,0.06,0.45
Apex Ventures LLP,Karnataka,Logistics,152506.5292767957,185980.2223781728,9.468318709849976,3,0.35,59.9,1,11.934969246117689,Micro,True,144200.0,0,40.2,0.05,0.65
Global Logistics LLP,Gujarat,Construction,897691.8952524839,1248847.171220156,4.824891395208553,2,0.68,20.5,0,13.707583301323892,Micro,True,123600.0,0,25.8,0.06,0.65
Blue Systems Ltd,Rajasthan,IT Services,1034851.9027159796,1246667.742893853,4.695409727455833,3,0.15,54.2,0,13.84976985160145,Small,False,51500.0,0,38.1,0.08,0.45
Apex Systems LLP,West Bengal,F&B,409734.60365288664,590524.1995084493,3.902666264766243,3,0.55,11.9,0,12.923267361523653,Micro,False,51500.0,0,21.7,0.08,0.65
Sai Enterprises Corp,Uttar Pradesh,Construction,1742124.784477624,2306690.4132792596,5.62367006249967,1,0.68,36.0,0,14.370616640720984,Small,False,51500.0,0,31.9,0.09,0.45
Prime Trading LLP,West Bengal,F&B,227385.18850081996,301542.7979512948,7.407967882265248,4,0.55,33.1,0,12.334405121870128,Micro,False,51500.0,0,30.6,0.08,0.65
Sai Ventures Ltd,West Bengal,Construction,5533061.536962952,6340376.982891327,19.616420719466113,2,0.68,99.5,0,15.526252024358024,Small,False,51500.0,0,85.3,0.08,0.45
Apex Enterprises Pvt Ltd,Maharashtra,Construction,2749637.347036042,3496032.505751848,4.034491434661252,3,0.68,28.6,0,14.82697995082582,Small,True,226600.0,0,28.8,0.05,0.45
Lakshmi Ventures Corp,Telangana,Manufacturing,1240705.2941801178,1764979.518456842,3.2915094636985285,1,0.42,27.1,0,14.031191367505963,Small,True,51500.0,0,28.1,0.06,0.45
Shree Trading Ltd,Uttar Pradesh,F&B,582966.3335349946,817727.2271558502,2.786363871155015,5,0.55,8.6,1,13.275886432090402,Micro,False,51500.0,0,19.7,0.09,0.65
Blue Trading LLP,Karnataka,Retail,1097378.6647629037,1606220.0734327186,3.2729470392061484,2,0.28,33.1,0,13.908435773057068,Small,True,144200.0,0,30.6,0.05,0.45
Royal Systems Pvt Ltd,Maharashtra,Logistics,1425318.1583856794,1731555.15247214,1.8800711782312751,4,0.35,20.2,0,14.16990631740414,Small,True,226600.0,0,25.6,0.05,0.45
Prime Solutions LLP,Gujarat,Construction,458023.26169049594,660868.8035171474,9.45394558142051,3,0.68,54.5,1,13.034677434816649,Micro,True,123600.0,0,38.2,0.06,0.65
Shree Systems Ltd,Rajasthan,F&B,3885254.185160564,4760465.184075451,7.410534659393307,3,0.55,71.1,0,15.172699224352751,Small,False,51500.0,1,45.0,0.08,0.45
Nova Trading Pvt Ltd,Uttar Pradesh,F&B,6736831.202883487,7857718.369931798,11.51237613583702,2,0.55,93.8,0,15.723100372831889,Small,False,51500.0,0,61.7,0.09,0.45
Global Enterprises Corp,Karnataka,Manufacturing,2868930.183323841,3246947.9806310446,6.46971043702729,3,0.42,67.1,0,14.869450108382289,Small,True,144200.0,1,43.2,0.05,0.45
Sai Tech Corp,West Bengal,Logistics,1821304.5096734064,2232235.0975334984,8.099649459398151,4,0.35,77.1,0,14.415064114914331,Small,False,51500.0,0,48.0,0.08,0.45
Prime Solutions LLP,Karnataka,F&B,4349789.432104731,6071734.138168179,4.800505447415096,4,0.55,49.6,0,15.285638225376692,Small,True,144200.0,0,36.6,0.05,0.45
Lakshmi Enterprises Ltd,Maharashtra,Retail,301131.1262685794,410174.6109172125,7.153820411734861,1,0.28,51.6,0,12.615304405120186,Micro,True,226600.0,0,37.3,0.05,0.65
Lakshmi Logistics LLP,West Bengal,Construction,493091.7008361253,692923.0871473114,4.729542368019224,4,0.68,13.5,0,13.108452469498978,Micro,False,51500.0,0,22.5,0.08,0.65
Sai Industries Pvt Ltd,Telangana,Logistics,115689.3251643782,137750.37167868885,1.8968213632095217,1,0.35,2.6,1,11.658672289671404,Micro,True,51500.0,0,13.0,0.06,0.65
Lakshmi Tech Corp,Gujarat,IT Services,862170.7745121642,1244402.6952761677,6.832495531433164,4,0.15,70.0,0,13.66720980416939,Micro,True,123600.0,1,44.5,0.06,0.65
Nova Tech Corp,West Bengal,Logistics,2825057.197495168,3825228.137125094,16.46577822785024,2,0.35,99.1,0,14.854039523233729,Small,False,51500.0,0,78.7,0.08,0.45
Royal Trading Pvt Ltd,West Bengal,IT Services,71125.40900831166,95261.31823068784,4.423064583072431,3,0.15,16.4,0,11.172213981542592,Micro,False,51500.0,0,23.7,0.08,0.65
Royal Logistics Ltd,Maharashtra,IT Services,199355.2932701172,298158.0379696735,2.162223006636605,3,0.15,10.9,1,12.202848921260884,Micro,True,226600.0,0,21.2,0.05,0.65
Lakshmi Industries Ltd,Maharashtra,F&B,400039.2872219652,573076.0431881936,5.451985049688057,1,0.55,22.9,1,12.89932053907331,Micro,True,226600.0,0,26.8,0.05,0.65
Blue Ventures Pvt Ltd,Gujarat,Logistics,3204045.4096651454,4076093.53792487,19.806540695900587,5,0.35,100.0,0,14.979925071979697,Small,True,123600.0,0,90.7,0.06,0.45
Prime Ventures Corp,Telangana,Manufacturing,2870117.280561089,3933698.2052469966,10.289172926043683,4,0.42,89.8,0,14.869863799625636,Small,True,51500.0,0,56.2,0.06,0.45
Prime Solutions Corp,Uttar Pradesh,IT Services,37368022.60593027,42165063.528913535,5.690626638770778,3,0.15,92.9,0,17.436325912878992,Medium,False,51500.0,0,59.6,0.09,0.25
Prime Industries Ltd,Karnataka,IT Services,864328.392502962,1018558.3600831314,1.0293400927924783,2,0.15,18.6,1,13.669709216455058,Micro,True,144200.0,0,24.7,0.05,0.65
Apex Enterprises LLP,Karnataka,Construction,1880186.6238593908,2282477.386690432,6.33299884651515,2,0.68,43.7,0,14.44688212975166,Small,True,144200.0,0,34.7,0.05,0.45
Green Industries LLP,West Bengal,IT Services,503245.4575561646,718273.5190676679,8.635656379793861,3,0.15,76.9,0,13.12883530434396,Micro,False,51500.0,0,47.9,0.08,0.65
Lakshmi Industries Pvt Ltd,Karnataka,Manufacturing,2866972.144569933,3923099.321103256,6.553564213366401,5,0.42,67.8,0,14.868767377737552,Small,True,144200.0,1,43.5,0.05,0.45
Blue Industries LLP,Uttar Pradesh,Construction,13501764.551465478,15470255.059899723,8.831333053259112,3,0.68,85.2,0,16.418331016447528,Small,False,51500.0,0,53.1,0.09,0.45
Prime Logistics Pvt Ltd,Karnataka,Manufacturing,858306.0592602498,1267452.2189637525,3.4796453060126513,4,0.42,23.2,0,13.662717192372767,Micro,True,144200.0,0,26.9,0.05,0.65
Sai Industries LLP,West Bengal,IT Services,765371.9065361873,1037194.3798088965,4.3625760806019205,6,0.15,46.5,0,13.548118453563305,Micro,False,51500.0,0,35.5,0.08,0.65
Shree Systems Pvt Ltd,Delhi,F&B,511335.4854550921,657906.2812427117,7.619042384334777,1,0.55,46.3,0,13.14478313673675,Micro,True,103000.0,0,35.4,0.04,0.65
Global Tech Corp,Maharashtra,Manufacturing,200695.6283160899,245355.50318729616,8.933732562155733,6,0.42,54.2,0,12.209549735022437,Micro,True,226600.0,0,38.1,0.05,0.65
Prime Industries Ltd,West Bengal,Construction,5659348.324364345,7073173.258218041,9.924326820590592,2,0.68,84.5,0,15.54881948321126,Small,False,51500.0,0,52.5,0.08,0.45
Prime Enterprises Pvt Ltd,Gujarat,Logistics,1295448.8310182933,1755023.4591679585,4.823549460450251,1,0.35,45.5,0,14.074368552659992,Small,True,123600.0,0,35.2,0.06,0.45
Shree Enterprises LLP,Delhi,Retail,1808140.892480544,2393753.207392726,10.08031299710525,3,0.28,90.0,0,14.40781029720912,Small,True,103000.0,0,56.3,0.04,0.45
Prime Industries Corp,Gujarat,Retail,231603.4180411918,256927.129976525,4.236785612257881,2,0.28,21.2,1,12.35278610066998,Micro,True,123600.0,0,26.1,0.06,0.65
Global Solutions Pvt Ltd,Delhi,Retail,589977.412808964,753785.2817579772,2.9842513167395293,2,0.28,22.1,1,13.287841226753144,Micro,True,103000.0,0,26.5,0.04,0.65
Apex Logistics Pvt Ltd,Delhi,IT Services,1386786.5931100035,1832617.1181592103,12.29577609109992,2,0.15,95.9,0,14.14250054633678,Small,True,103000.0,0,65.5,0.04,0.45
Lakshmi Solutions Pvt Ltd,Delhi,Construction,1750966.731882803,2400496.470902472,7.687281660771834,2,0.68,56.2,0,14.375679182704582,Small,True,103000.0,1,38.9,0.04,0.45
Lakshmi Ventures Corp,Maharashtra,Logistics,560690.4043977008,663253.9123704773,8.005909047164888,3,0.35,64.0,0,13.236925951867097,Micro,True,226600.0,1,41.8,0.05,0.65
Nova Ventures Ltd,Delhi,IT Services,4336867.833736676,6003759.841620168,12.825443799298029,2,0.15,98.3,0,15.28266317881316,Small,True,103000.0,0,73.0,0.04,0.45
Apex Industries Corp,Delhi,IT Services,12520271.8561334,17181598.580758795,3.799667602437266,3,0.15,76.5,0,16.34285971701963,Small,True,103000.0,0,47.6,0.04,0.45
Royal Trading LLP,Uttar Pradesh,Retail,1137069.319777857,1474286.8648951908,19.696908583618537,5,0.28,99.6,0,13.943965617590564,Small,False,51500.0,0,86.7,0.09,0.45
Sai Logistics Corp,Gujarat,F&B,5051776.879717944,6519789.66438612,2.6408863418241344,2,0.55,31.8,0,15.435250794684276,Small,True,123600.0,0,30.0,0.06,0.45
Nova Trading LLP,Telangana,F&B,365258.61641634896,406247.8590300633,5.595529566227004,4,0.55,23.2,0,12.808363657579433,Micro,True,51500.0,0,26.9,0.06,0.65
Blue Tech Corp,Tamil Nadu,Logistics,6072709.45238964,7167378.529636372,10.33787643994781,1,0.35,93.8,0,15.61931559588859,Small,True,154500.0,0,61.7,0.06,0.45
Prime Ventures Ltd,West Bengal,IT Services,138781.20676426415,199618.5267311863,3.199920203306669,1,0.15,14.3,1,11.840661125496336,Micro,False,51500.0,0,22.9,0.08,0.65
Royal Tech Corp,Telangana,Logistics,1652377.33576593,2048168.327174898,5.689756421410405,1,0.35,57.6,0,14.317726223650178,Small,True,51500.0,1,39.3,0.06,0.45
Lakshmi Industries LLP,Maharashtra,IT Services,982491.657236658,1277484.489676081,7.789153657436902,1,0.15,77.9,0,13.797848149147152,Micro,True,226600.0,0,48.4,0.05,0.65
Prime Systems Corp,Maharashtra,Logistics,4907892.622119447,6976044.695462221,4.843184118684813,3,0.35,64.3,0,15.406355410193257,Small,True,226600.0,1,41.9,0.05,0.45
Blue Tech Pvt Ltd,Delhi,Logistics,3440421.076092177,4276875.630224144,3.000641163225799,3,0.35,41.5,0,15.0511047183614,Small,True,103000.0,0,33.9,0.04,0.45
Prime Tech Ltd,Gujarat,Retail,1987833.058139596,2378984.280730544,8.589172443512119,3,0.28,83.2,0,14.502556190953928,Small,True,123600.0,0,51.7,0.06,0.45
Nova Trading LLP,Uttar Pradesh,Construction,2783371.759835515,4043673.774858768,7.3639901105614545,2,0.68,59.9,0,14.839173973268968,Small,False,51500.0,1,40.2,0.09,0.45
Shree Solutions Pvt Ltd,Maharashtra,Construction,4066770.1661690953,5623491.537733176,2.992242076700413,2,0.68,24.0,0,15.21835991730418,Small,True,226600.0,0,27.2,0.05,0.45
Sai Logistics Ltd,Gujarat,Retail,6506951.705767868,9478994.46594588,8.622984991797239,2,0.28,91.5,0,15.688381810242296,Small,True,123600.0,0,57.8,0.06,0.45
Green Systems LLP,Karnataka,Manufacturing,978662.6906970284,1324213.5636435626,7.227260721056788,6,0.42,60.2,1,13.7939433392029,Micro,True,144200.0,0,40.3,0.05,0.65
Lakshmi Industries Ltd,Delhi,Retail,353413.4937695889,403571.07691695663,5.2353987231802765,1,0.28,35.2,1,12.775396850391177,Micro,True,103000.0,0,31.6,0.04,0.65
Lakshmi Logistics Pvt Ltd,Uttar Pradesh,IT Services,1672576.359604108,2118015.22357744,2.068896523237366,5,0.15,35.2,0,14.32987632378875,Small,False,51500.0,0,31.6,0.09,0.45
Nova Ventures Pvt Ltd,Maharashtra,IT Services,2115103.465546831,2951497.8294374235,2.8964152005053165,4,0.15,46.7,0,14.564614761936271,Small,True,226600.0,0,35.6,0.05,0.45
Royal Ventures Ltd,Tamil Nadu,F&B,87923.97723671574,126099.87270034043,5.731565882934987,2,0.55,9.0,0,11.384239198447816,Micro,True,154500.0,0,20.1,0.06,0.65
Apex Enterprises Ltd,Tamil Nadu,IT Services,331495.02682320046,484787.0635371959,10.267310325701072,3,0.15,82.6,1,12.711371103085852,Micro,True,154500.0,0,51.3,0.06,0.65
Green Tech Pvt Ltd,Gujarat,Manufacturing,328141.5484101889,378218.3463512737,3.3122908640366053,2,0.42,11.6,1,12.70120339176712,Micro,True,123600.0,0,21.5,0.06,0.65
Blue Solutions Pvt Ltd,Telangana,F&B,7772332.293630383,9243676.411452336,3.070881156130481,4,0.55,40.9,0,15.86608097245478,Small,True,51500.0,0,33.7,0.06,0.45
Royal Systems Corp,West Bengal,Logistics,2098680.3535310864,2552955.8740323316,10.056007017312742,3,0.35,88.7,0,14.556819778575036,Small,False,51500.0,0,55.4,0.08,0.45
Sai Solutions Ltd,Uttar Pradesh,Manufacturing,1240877.9763066834,1842836.9907830807,6.122838242262333,2,0.42,53.3,0,14.031330538324632,Small,False,51500.0,0,37.8,0.09,0.45
Nova Solutions Pvt Ltd,West Bengal,Retail,218444.64690816327,326063.8770850487,2.8159643917954513,3,0.28,10.4,1,12.294292507003936,Micro,False,51500.0,0,20.9,0.08,0.65
Shree Enterprises Corp,Gujarat,Construction,810601.4600156423,1180281.4882544845,1.3038779402657847,1,0.68,2.7,1,13.605533027980083,Micro,True,123600.0,0,13.3,0.06,0.65
Shree Solutions Pvt Ltd,Gujarat,Manufacturing,95455.20186633758,134060.6572088185,3.312108635106843,7,0.42,4.0,1,11.466422802070218,Micro,True,123600.0,0,15.3,0.06,0.65
Lakshmi Tech LLP,Rajasthan,Manufacturing,1890645.51666156,2183316.73406742,7.910526481004145,4,0.42,72.9,0,14.452429400850136,Small,False,51500.0,1,46.0,0.08,0.45
Royal Industries Ltd,Rajasthan,Logistics,1292310.3829731252,1555704.8377559662,6.4922020320877865,2,0.35,61.3,0,14.071942942779934,Small,False,51500.0,1,40.8,0.08,0.45
Apex Solutions LLP,Telangana,Manufacturing,2683713.8367334753,3333216.658730259,8.217794938052439,5,0.42,78.7,0,14.80271252580088,Small,True,51500.0,0,48.8,0.06,0.45
Royal Systems LLP,Karnataka,Logistics,286457.49217947066,379852.4099864854,7.029766449284584,2,0.35,45.0,1,12.565348925686235,Micro,True,144200.0,0,35.1,0.05,0.65
Green Logistics Pvt Ltd,Delhi,Retail,4517636.846347976,6286493.053975189,3.988878217182421,2,0.28,59.9,0,15.323499814839757,Small,True,103000.0,1,40.2,0.04,0.45
Lakshmi Logistics Pvt Ltd,Gujarat,IT Services,1189685.960254542,1552644.9884243617,7.604741178671056,2,0.15,78.5,0,13.9892007718721,Small,True,123600.0,0,48.7,0.06,0.45
Lakshmi Industries Pvt Ltd,Uttar Pradesh,Logistics,3891307.382231002,5825197.323287028,1.8776336852553377,7,0.35,33.3,0,15.174256004089845,Small,False,51500.0,0,30.7,0.09,0.45
Blue Enterprises Pvt Ltd,Karnataka,IT Services,2331756.1386833703,2774687.4099878427,2.977822860403578,4,0.15,49.1,0,14.66213267809761,Small,True,144200.0,0,36.4,0.05,0.45
Lakshmi Industries Pvt Ltd,Uttar Pradesh,Retail,905569.5971668676,1278796.6665638993,8.945235020042691,2,0.28,79.1,1,13.716320518111196,Micro,False,51500.0,0,49.0,0.09,0.65
Prime Enterprises Ltd,Tamil Nadu,Construction,24189.62775396607,34454.53094066098,6.0098393618392985,4,0.68,2.2,0,10.093720554237423,Micro,True,154500.0,0,11.6,0.06,0.65
Lakshmi Solutions Pvt Ltd,Karnataka,F&B,509248.74297105375,567826.8294912373,1.5319505355417606,2,0.55,3.6,1,13.140693829368365,Micro,True,144200.0,0,14.7,0.05,0.65
Blue Logistics LLP,Telangana,F&B,327868.8903220395,387354.586050118,7.731991054094906,3,0.55,40.6,1,12.700372132822164,Micro,True,51500.0,0,33.6,0.06,0.65
Royal Logistics Ltd,Telangana,Logistics,7467421.782491933,10748384.02339695,8.48719165688444,2,0.35,90.1,0,15.826060488542463,Small,True,51500.0,0,56.4,0.06,0.45
Blue Trading Corp,Tamil Nadu,Construction,702278.9865619118,1053290.36132297,3.0692999490912056,3,0.68,7.3,0,13.4620874447482,Micro,True,154500.0,0,18.6,0.06,0.65
Prime Enterprises Ltd,Uttar Pradesh,Retail,346048.2136582249,488707.51956007385,7.228342315918974,2,0.28,54.7,0,12.75433627993171,Micro,False,51500.0,0,38.3,0.09,0.65
Blue Enterprises Ltd,Gujarat,IT Services,1556614.0639699935,2198394.7435197444,2.5678077373945434,3,0.15,38.4,0,14.25802419094357,Small,True,123600.0,0,32.9,0.06,0.45
Sai Trading Corp,Uttar Pradesh,Logistics,796784.840294302,916342.4875351205,6.085960784114217,2,0.35,50.9,1,13.588341214379644,Micro,False,51500.0,0,37.0,0.09,0.65
