COMPANY_NAME,STATE,INDUSTRY,AGE_YEARS,AUTHORIZED_CAP_INR,DIRECTOR_COUNT,IS_METRO,SECTOR_RISK_SCORE,CAPITAL_TIER,CREDIT_SCORE,DEFAULT_RISK,IS_OPPORTUNITY
Bengaluru Cargo Pvt Ltd,Karnataka,Logistics,2.77,1524523.15,6,0,0.38,Small,62.13,0,0
Coimbatore Industries & Co,Tamil Nadu,Manufacturing,17.48,125053.42,2,0,0.48,Micro,69.45,0,1
Hyderabad Bazaar & Co,Telangana,Retail,17.02,3259721.51,3,1,0.32,Small,86.89,0,1
Chennai Gowda Pvt Ltd,Tamil Nadu,Retail,8.4,62799.89,5,0,0.32,Micro,70.57,0,1
Konkan Gowda Pvt Ltd,Maharashtra,Construction,0.97,534041.97,3,1,0.65,Micro,36.95,1,0
Das Bazaar LLP,Gujarat,Retail,12.44,3622214.97,2,0,0.32,Small,80.91,0,1
Verma Transport Enterprises,Punjab,Logistics,8.25,1627752.23,2,0,0.38,Small,54.92,0,0
Jaipur Hegde & Sons,Rajasthan,Construction,2.59,214259.54,2,1,0.65,Micro,43.85,1,0
Kumar Mfg Co Pvt Ltd,Gujarat,Manufacturing,11.69,6530436.43,2,0,0.48,Small,60.08,0,0
Gupta Solutions & Sons,Maharashtra,IT Services,1.48,1477233.74,2,0,0.2,Small,54.88,0,0
Chopra Digital Pvt Ltd,Uttar Pradesh,IT Services,2.41,975426.96,2,0,0.2,Micro,56.59,0,0
Mandi Venkat Pvt Ltd,Himachal Pradesh,IT Services,1.25,50000.0,2,0,0.2,Micro,46.11,1,0
Gupta Mfg Co & Co,Maharashtra,Manufacturing,14.21,3585603.64,2,0,0.48,Small,65.86,0,1
Rohini Rao & Co,Delhi,Logistics,0.67,657531.14,2,1,0.38,Micro,50.64,0,0
Indore Bose Enterprises,Madhya Pradesh,IT Services,16.72,1679222.47,2,0,0.2,Small,73.12,0,1
WB Builders Enterprises,West Bengal,Construction,0.84,50000.0,3,1,0.65,Micro,34.8,1,0
Udaipur Supply Chain Pvt Ltd,Rajasthan,Logistics,5.45,87547.51,2,0,0.38,Micro,45.49,1,0
Udaipur Stores Pvt Ltd,Rajasthan,Retail,13.34,212287.78,2,0,0.32,Micro,79.03,0,1
Kumar Transport LLP,Tamil Nadu,Logistics,0.71,391400.0,2,1,0.38,Micro,51.66,0,0
Bengaluru Anand Pvt Ltd,Karnataka,Manufacturing,3.6,1181030.69,2,1,0.48,Small,49.91,1,0
Bose Cybertech & Sons,Andhra Pradesh,IT Services,6.49,175024.76,2,1,0.2,Micro,68.9,0,1
Vizag Emporium LLP,Andhra Pradesh,Retail,7.37,50000.0,2,1,0.32,Micro,64.78,0,0
Gwalior Confectionery & Co,Madhya Pradesh,F&B,3.68,2234299.7,2,1,0.55,Small,40.04,1,0
Hegde Transport Enterprises,Kerala,Logistics,3.54,14038623.48,2,1,0.38,Medium,67.59,0,0
Rohini Reddy Pvt Ltd,Delhi,Logistics,5.24,132051.08,2,1,0.38,Micro,66.39,0,1
Rohini Movers & Sons,Delhi,Logistics,2.02,3259106.37,2,1,0.38,Small,55.79,0,0
Vizag SoftTech Pvt Ltd,Andhra Pradesh,IT Services,0.97,1118899.42,7,1,0.2,Small,58.26,0,0
Gowda Technologies Pvt Ltd,Uttar Pradesh,IT Services,7.35,117120.34,2,0,0.2,Micro,68.32,0,1
Ajmer Iyer Pvt Ltd,Rajasthan,Logistics,10.0,111506.64,2,0,0.38,Micro,59.8,0,0
Godavari Bose & Sons,Andhra Pradesh,Retail,0.89,1309255.62,6,0,0.32,Small,63.1,0,0
HR Solutions Enterprises,Haryana,IT Services,13.29,6194993.56,2,0,0.2,Small,75.62,0,0
TN Malhotra Enterprises,Tamil Nadu,F&B,17.18,1519692.65,2,0,0.55,Small,61.07,0,0
Salem Shetty Pvt Ltd,Tamil Nadu,Construction,4.75,3307380.5,5,0,0.65,Small,43.95,1,0
Nashik Naidu Pvt Ltd,Maharashtra,F&B,13.8,2979821.31,3,1,0.55,Small,78.6,0,0
Rao Dairy Enterprises,Gujarat,F&B,1.82,50000.0,2,1,0.55,Micro,31.91,1,0
Mumbai Das Pvt Ltd,Maharashtra,Retail,10.0,627761.36,2,1,0.32,Micro,73.41,0,1
Delhi Verma Pvt Ltd,Delhi,Construction,1.14,409787.0,2,1,0.65,Micro,29.81,1,0
Surat Malhotra Enterprises,Gujarat,Retail,8.62,1546398.24,2,1,0.32,Small,53.25,0,0
Naidu Constructions & Co,Karnataka,Construction,1.44,5083439.26,6,1,0.65,Small,55.07,0,0
Surat Projects & Co,Gujarat,Construction,1.33,962919.74,3,1,0.65,Micro,46.33,1,0
Mumbai Mfg Co Pvt Ltd,Maharashtra,Manufacturing,1.05,991895.63,2,1,0.48,Micro,54.52,0,0
Pune Developers Enterprises,Maharashtra,Construction,9.0,21469252.34,2,0,0.65,Medium,41.78,1,0
Vijayawada Works Enterprises,Andhra Pradesh,Manufacturing,13.58,159630.81,2,0,0.48,Micro,60.68,0,0
Agarwal Traders Enterprises,Tamil Nadu,Retail,1.43,1324490.54,2,1,0.32,Small,54.64,0,0
Mumbai Sharma Pvt Ltd,Maharashtra,Logistics,8.47,15983368.19,2,1,0.38,Medium,77.12,0,0
Delhi Engineering Enterprises,Delhi,Manufacturing,14.16,375234.61,5,1,0.48,Micro,73.45,0,1
Agarwal InfoServ Pvt Ltd,West Bengal,IT Services,5.0,835160.32,2,1,0.2,Micro,67.75,0,1
Patel Engineering & Co,Karnataka,Manufacturing,1.71,904360.54,3,0,0.48,Micro,45.84,1,0
UP Sharma Pvt Ltd,Uttar Pradesh,Construction,8.16,75375.19,2,0,0.65,Micro,35.18,1,0
Nashik Bazaar LLP,Maharashtra,Retail,3.41,981794.44,2,0,0.32,Micro,51.89,0,0
Mumbai Gowda Pvt Ltd,Maharashtra,F&B,1.58,378461.54,3,1,0.55,Micro,52.33,0,0
GJ Realty Pvt Ltd,Gujarat,Construction,8.42,1718946.97,2,1,0.65,Small,43.4,1,0
Anand Infra & Sons,Gujarat,Construction,9.03,896730.51,3,0,0.65,Micro,60.08,0,0
Iyer Infra Pvt Ltd,Uttar Pradesh,Construction,10.0,2493653.27,2,0,0.65,Small,51.64,0,0
Udaipur Movers Pvt Ltd,Rajasthan,Logistics,7.25,7347325.62,2,0,0.38,Small,65.53,0,0
Ranchi Patel Enterprises,Jharkhand,Construction,1.23,331258.5,3,1,0.65,Micro,32.31,1,0
NCR Naidu Enterprises,Delhi,F&B,10.89,7140600.63,2,1,0.55,Small,54.67,0,0
Kumar Infosystems Pvt Ltd,Tamil Nadu,IT Services,1.03,275697.73,6,1,0.2,Micro,65.58,0,1
Godavari Gowda & Co,Andhra Pradesh,Logistics,0.99,112110.14,6,0,0.38,Micro,48.7,1,0
KA Das & Co,Karnataka,Manufacturing,14.17,12719191.08,2,1,0.48,Medium,74.2,0,0
Rohini Das Pvt Ltd,Delhi,Retail,3.2,50000.0,3,1,0.32,Micro,72.65,0,1
Mumbai Naidu Pvt Ltd,Maharashtra,Manufacturing,4.46,7020833.49,2,1,0.48,Small,56.33,0,0
Rao Engineering Pvt Ltd,Maharashtra,Manufacturing,1.58,15989392.74,2,1,0.48,Medium,49.89,1,0
Muzaffarpur Digital Pvt Ltd,Bihar,IT Services,0.64,3429666.28,2,0,0.2,Small,52.74,0,0
Naidu Industries LLP,Telangana,Manufacturing,3.45,798094.56,2,1,0.48,Micro,60.18,0,0
Jodhpur Foods Pvt Ltd,Rajasthan,F&B,6.75,4290530.65,4,0,0.55,Small,67.73,0,0
Coimbatore Pillai LLP,Tamil Nadu,Logistics,10.0,9623931.5,2,0,0.38,Small,70.15,0,0
Nashik Kumar & Co,Maharashtra,IT Services,10.0,68002.28,7,1,0.2,Micro,86.1,0,1
Mumbai Venkat & Sons,Maharashtra,IT Services,15.18,382469.95,2,1,0.2,Micro,82.63,0,1
Hubli Stores Enterprises,Karnataka,Retail,12.55,687953.29,3,0,0.32,Micro,89.47,0,1
Surat Constructions Pvt Ltd,Gujarat,Construction,2.19,1161523.91,2,1,0.65,Small,38.5,1,0
Malhotra Retail Co Enterprises,Rajasthan,Retail,3.99,50000.0,3,0,0.32,Micro,71.34,0,1
Patel Industries Pvt Ltd,Uttar Pradesh,Manufacturing,5.0,7507207.38,3,1,0.48,Small,63.59,0,0
Verma Commerce Pvt Ltd,Karnataka,Retail,10.0,124301.93,2,0,0.32,Micro,56.48,0,0
Agarwal Mart & Sons,Odisha,Retail,10.0,694643.67,2,0,0.32,Micro,61.9,0,0
Bengal Agarwal Enterprises,West Bengal,F&B,11.54,100296.62,3,1,0.55,Micro,63.03,0,0
Patel Engineering Pvt Ltd,Gujarat,Manufacturing,0.74,4964418.61,2,0,0.48,Small,53.89,0,0
Chopra Digital Enterprises,Uttar Pradesh,IT Services,1.59,841091.29,2,0,0.2,Micro,56.59,0,0
Madurai Couriers LLP,Tamil Nadu,Logistics,4.97,3872717.29,7,0,0.38,Small,63.95,0,0
Bengaluru Infosystems & Co,Karnataka,IT Services,1.54,8492735.32,2,0,0.2,Small,61.21,0,0
Chopra Supply Chain LLP,Tamil Nadu,Logistics,1.05,65536.83,3,0,0.38,Micro,50.49,0,0
Eastern Forge Pvt Ltd,West Bengal,Manufacturing,6.56,3717411.32,2,1,0.48,Small,66.5,0,1
Menon Technologies Pvt Ltd,Maharashtra,IT Services,7.13,11934961.94,2,0,0.2,Medium,73.07,0,0
Nashik Jain Enterprises,Maharashtra,Retail,5.57,339716.33,2,1,0.32,Micro,50.91,0,0
Venkat Cargo Pvt Ltd,Maharashtra,Logistics,6.5,2247125.82,3,1,0.38,Small,66.63,0,1
Konkan Agarwal Pvt Ltd,Maharashtra,Construction,15.41,95277.71,2,1,0.65,Micro,56.38,0,0
Indore Shah Pvt Ltd,Madhya Pradesh,Construction,10.0,995780.89,3,0,0.65,Micro,48.35,1,0
Udaipur Jain & Co,Rajasthan,IT Services,6.05,2762117.55,3,0,0.2,Small,73.64,0,1
Shah Kitchen Pvt Ltd,Delhi,F&B,1.01,206375.93,2,1,0.55,Micro,49.31,1,0
Pune Mart Pvt Ltd,Maharashtra,Retail,0.87,107610.55,2,0,0.32,Micro,39.69,1,0
NCR Shah Enterprises,Delhi,Logistics,1.61,419690.48,2,1,0.38,Micro,55.18,0,0
Delhi Venkat LLP,Delhi,F&B,16.66,333435.07,2,1,0.55,Micro,62.48,0,0
MH Infra & Sons,Maharashtra,Construction,9.35,1038564.13,2,0,0.65,Small,48.32,1,0
DL Rao & Co,Delhi,Construction,2.38,1200241.19,3,1,0.65,Small,42.91,1,0
Verma Industries Pvt Ltd,Tamil Nadu,Manufacturing,1.14,517362.87,2,1,0.48,Micro,45.41,1,0
Agra Sharma Enterprises,Uttar Pradesh,Retail,0.7,389619.49,2,0,0.32,Micro,50.11,0,0
Varanasi Reddy Pvt Ltd,Uttar Pradesh,F&B,0.95,2144686.42,2,1,0.55,Small,37.52,1,0
Kumar Traders Pvt Ltd,Maharashtra,Retail,2.9,700588.91,3,1,0.32,Micro,68.69,0,1
Madurai Fabricators & Co,Tamil Nadu,Manufacturing,6.98,28762005.85,2,1,0.48,Medium,63.97,0,0
UP Shetty Pvt Ltd,Uttar Pradesh,Retail,5.11,225151.2,7,0,0.32,Micro,71.83,0,1
Rohini Engineering LLP,Delhi,Manufacturing,10.16,126538.18,2,1,0.48,Micro,57.82,0,0
Shetty Stores & Co,Madhya Pradesh,Retail,4.05,371653.69,2,0,0.32,Micro,48.53,1,0
Jain Emporium Pvt Ltd,Uttar Pradesh,Retail,9.56,708862.55,2,0,0.32,Micro,73.04,0,1
Pune Builders Pvt Ltd,Maharashtra,Construction,12.04,12688725.11,2,1,0.65,Medium,58.25,0,0
Nashik Technologies Pvt Ltd,Maharashtra,IT Services,11.57,7363823.02,2,1,0.2,Small,79.96,0,0
Agarwal Transport Pvt Ltd,Uttar Pradesh,Logistics,3.67,541072.93,3,0,0.38,Micro,66.73,0,1
Mumbai Gowda LLP,Maharashtra,Retail,8.12,14458344.18,3,1,0.32,Medium,83.72,0,0
Vadodara Technologies Pvt Ltd,Gujarat,IT Services,6.09,59199.62,3,1,0.2,Micro,78.27,0,1
Ludhiana Sharma LLP,Punjab,IT Services,1.05,17541540.01,2,0,0.2,Medium,56.26,0,0
Rao Solutions & Sons,Gujarat,IT Services,10.62,1368989.75,3,1,0.2,Small,76.24,0,1
Chennai Naidu & Co,Tamil Nadu,F&B,1.33,102347.09,2,1,0.55,Micro,42.65,1,0
Agra Iyer Enterprises,Uttar Pradesh,Retail,2.97,4790030.41,2,0,0.32,Small,52.38,0,0
NCR Constructions & Co,Delhi,Construction,1.12,594406.4,2,0,0.65,Micro,45.85,1,0
Vadodara Singh & Sons,Gujarat,Manufacturing,5.53,7055934.61,2,1,0.48,Small,52.3,0,0
Amritsar Sharma Pvt Ltd,Punjab,Logistics,1.04,106371.11,2,1,0.38,Micro,46.91,1,0
Salem Mehta & Sons,Tamil Nadu,Manufacturing,3.05,74067542.66,2,1,0.48,Medium,57.61,0,0
BR Freight Pvt Ltd,Bihar,Logistics,11.93,805279.23,2,0,0.38,Micro,62.26,0,0
Venkat Agro Pvt Ltd,Haryana,F&B,4.93,12839365.66,2,1,0.55,Medium,54.13,0,0
Pillai Mart Pvt Ltd,Karnataka,Retail,10.35,1936178.12,2,1,0.32,Small,67.25,0,1
Konkan Stores Pvt Ltd,Maharashtra,Retail,3.61,182026.01,2,0,0.32,Micro,57.49,0,0
Naidu Constructions Pvt Ltd,Maharashtra,Construction,9.33,244595.01,3,0,0.65,Micro,53.59,0,0
Konkan Constructions Enterprises,Maharashtra,Construction,3.96,549403.92,2,0,0.65,Micro,45.7,1,0
Konkan Estates & Co,Maharashtra,Construction,16.8,3079340.49,3,1,0.65,Small,66.44,0,0
Varanasi Sharma Enterprises,Uttar Pradesh,Logistics,4.37,464674.06,5,0,0.38,Micro,75.61,0,1
MH Nutrition Pvt Ltd,Maharashtra,F&B,9.28,50000.0,2,0,0.55,Micro,54.86,0,0
Coimbatore Cargo Enterprises,Tamil Nadu,Logistics,14.09,96895.73,3,1,0.38,Micro,89.02,0,1
Nalgonda Logistics LLP,Telangana,Logistics,2.06,971372.34,2,0,0.38,Micro,46.07,1,0
MH Gowda & Sons,Maharashtra,Retail,2.83,758069.81,2,1,0.32,Micro,48.35,1,0
AP Hegde Pvt Ltd,Andhra Pradesh,Manufacturing,15.26,1257169.29,3,0,0.48,Small,73.18,0,1
Deccan Hegde & Sons,Karnataka,Retail,6.15,14981014.19,2,1,0.32,Medium,58.23,0,0
Venkat Bazaar Pvt Ltd,Maharashtra,Retail,3.59,257200.02,3,1,0.32,Micro,67.24,0,1
Jodhpur Agro LLP,Rajasthan,F&B,2.87,397888.97,2,0,0.55,Micro,37.32,1,0
UP Traders LLP,Uttar Pradesh,Retail,6.5,923241.1,2,0,0.32,Micro,56.58,0,0
Indore Iyer Pvt Ltd,Madhya Pradesh,IT Services,1.93,389181.09,4,1,0.2,Micro,76.25,0,1
Jodhpur Technologies LLP,Rajasthan,IT Services,10.0,36380183.35,2,0,0.2,Medium,76.57,0,0
Shetty Builders & Co,Andhra Pradesh,Construction,3.24,2835696.36,2,0,0.65,Small,28.81,1,0
Bengaluru Chopra & Sons,Karnataka,Logistics,0.98,215497.23,3,0,0.38,Micro,73.05,0,1
Mehta Movers LLP,Karnataka,Logistics,3.91,614979.18,2,0,0.38,Micro,48.62,1,0
Howrah Rao LLP,West Bengal,F&B,17.93,315491.09,2,1,0.55,Micro,71.89,0,0
AP Kapoor & Co,Andhra Pradesh,F&B,1.37,292257.08,3,1,0.55,Micro,39.99,1,0
CG Mart LLP,Chhattisgarh,Retail,9.64,59815.19,3,1,0.32,Micro,78.72,0,1
Madurai Malhotra & Sons,Tamil Nadu,Manufacturing,4.84,2845901.4,3,1,0.48,Small,59.41,0,0
Coimbatore Confectionery Pvt Ltd,Tamil Nadu,F&B,0.81,50000.0,2,1,0.55,Micro,23.27,1,0
Bengal Industries Pvt Ltd,West Bengal,Manufacturing,14.61,50000.0,2,0,0.48,Micro,62.51,0,0
Chennai Cybertech & Sons,Tamil Nadu,IT Services,0.91,50000.0,2,1,0.2,Micro,54.91,0,0
Kochi Chopra Enterprises,Kerala,F&B,4.93,2169575.52,2,0,0.55,Small,45.37,1,0
Indore Supply Chain Pvt Ltd,Madhya Pradesh,Logistics,5.75,7003061.32,2,1,0.38,Small,63.42,0,0
Capital Emporium & Sons,Delhi,Retail,18.26,58061.56,2,1,0.32,Micro,74.62,0,1
WB Freight Pvt Ltd,West Bengal,Logistics,10.0,220030.91,2,0,0.38,Micro,62.22,0,0
Reddy Solutions Pvt Ltd,West Bengal,IT Services,2.23,2973745.37,3,1,0.2,Small,68.29,0,1
MH SoftTech & Sons,Maharashtra,IT Services,1.33,4626992.13,2,0,0.2,Small,54.91,0,0
HR Confectionery & Co,Haryana,F&B,1.46,156497.35,2,0,0.55,Micro,34.57,1,0
Delhi Technologies Enterprises,Delhi,IT Services,5.58,50000.0,2,1,0.2,Micro,57.85,0,0
Hegde Freight & Co,Telangana,Logistics,0.52,92055.23,7,1,0.38,Micro,63.94,0,0
Salem Shetty & Co,Tamil Nadu,Logistics,15.81,2679406.99,2,0,0.38,Small,70.37,0,1
Nair InfoServ Pvt Ltd,Haryana,IT Services,1.05,1231321.3,2,0,0.2,Small,50.55,0,0
Salem Shah Pvt Ltd,Tamil Nadu,Construction,3.85,374644.07,2,1,0.65,Micro,45.3,1,0
Patel Mart & Co,Maharashtra,Retail,12.51,221604.91,2,0,0.32,Micro,73.08,0,1
Anand Mart Pvt Ltd,Haryana,Retail,8.03,50000.0,3,1,0.32,Micro,73.02,0,1
Shetty Emporium Enterprises,Maharashtra,Retail,5.64,253462.53,3,1,0.32,Micro,75.41,0,1
Naidu Stores & Sons,Tamil Nadu,Retail,10.0,5736117.97,2,0,0.32,Small,62.42,0,0
PB SoftTech Pvt Ltd,Punjab,IT Services,17.63,215383.38,2,0,0.2,Micro,69.6,0,1
Jalandhar Mfg Co Pvt Ltd,Punjab,Manufacturing,15.82,914733.92,2,0,0.48,Micro,70.3,0,1
Surat Estates Pvt Ltd,Gujarat,Construction,8.84,2498375.54,5,1,0.65,Small,77.45,0,0
UP Commerce & Co,Uttar Pradesh,Retail,1.28,1529644.58,2,0,0.32,Small,45.62,1,0
Verma Industries & Co,Delhi,Manufacturing,6.22,408336.0,2,1,0.48,Micro,55.79,0,0
Mysore Mehta Enterprises,Karnataka,F&B,10.0,2330437.82,7,1,0.55,Small,66.66,0,0
Coimbatore Agro Pvt Ltd,Tamil Nadu,F&B,21.55,5127289.04,3,1,0.55,Small,72.75,0,0
Lucknow Rao Enterprises,Uttar Pradesh,Logistics,14.89,1217631.82,2,1,0.38,Small,82.51,0,1
Howrah Traders Pvt Ltd,West Bengal,Retail,16.03,1445824.17,3,1,0.32,Small,89.18,0,1
AP Rao & Co,Andhra Pradesh,Retail,0.55,50000.0,2,1,0.32,Micro,58.19,0,0
Singh Forge & Co,Andhra Pradesh,Manufacturing,20.45,219524.65,2,1,0.48,Micro,76.32,0,1
Gupta Kitchen Enterprises,Maharashtra,F&B,4.54,538411.97,3,1,0.55,Micro,45.07,1,0
Delhi Bazaar Enterprises,Delhi,Retail,2.95,457057.6,2,1,0.32,Micro,45.25,1,0
Mumbai Gupta & Co,Maharashtra,Retail,18.35,1170313.47,2,1,0.32,Small,80.3,0,1
Vadodara Iyer Pvt Ltd,Gujarat,Construction,8.15,1271800.52,2,1,0.65,Small,43.6,1,0
Venkat Confectionery & Sons,Delhi,F&B,11.53,68889.98,2,1,0.55,Micro,51.96,0,0
Rohtak Malhotra Pvt Ltd,Haryana,Construction,13.43,1026838.5,3,0,0.65,Small,72.02,0,0
Bose Nutrition & Co,Tamil Nadu,F&B,0.76,1555334.57,3,1,0.55,Small,47.86,1,0
Iyer Supply Chain Pvt Ltd,Maharashtra,Logistics,3.95,4238985.74,2,1,0.38,Small,65.21,0,1
Mumbai Works Enterprises,Maharashtra,Manufacturing,6.46,300632.32,3,1,0.48,Micro,60.87,0,0
Patel Industries Pvt Ltd,West Bengal,Manufacturing,12.01,2165297.87,4,1,0.48,Small,80.6,0,1
Agra Rao & Sons,Uttar Pradesh,IT Services,18.42,314368.43,7,0,0.2,Micro,78.09,0,1
MH Reddy Pvt Ltd,Maharashtra,Logistics,12.55,125036.38,2,1,0.38,Micro,74.89,0,1
MH Works Enterprises,Maharashtra,Manufacturing,3.27,719467.37,5,1,0.48,Micro,74.69,0,1
Rao Technologies Pvt Ltd,Rajasthan,IT Services,7.22,112377.74,2,0,0.2,Micro,64.54,0,0
Mumbai Singh Enterprises,Maharashtra,F&B,7.29,1641134.35,2,1,0.55,Small,61.61,0,0
Godavari Fabricators & Sons,Andhra Pradesh,Manufacturing,0.98,487268.89,2,1,0.48,Micro,36.38,1,0
Venkat Realty & Co,Rajasthan,Construction,9.86,1724496.64,3,1,0.65,Small,58.25,0,0
MH Solutions & Sons,Maharashtra,IT Services,6.01,6161218.94,3,1,0.2,Small,78.74,0,0
Konkan Kapoor Pvt Ltd,Maharashtra,Retail,5.94,1897589.24,4,1,0.32,Small,78.91,0,1
HP Agarwal Enterprises,Himachal Pradesh,Manufacturing,1.44,89049.01,2,0,0.48,Micro,42.7,1,0
Nair Mart Pvt Ltd,Tamil Nadu,Retail,14.69,1121282.79,2,0,0.32,Small,61.4,0,0
Agarwal Works & Co,Tamil Nadu,Manufacturing,0.97,1617247.09,2,0,0.48,Small,39.43,1,0
Godavari Nutrition Pvt Ltd,Andhra Pradesh,F&B,0.98,3775645.24,2,0,0.55,Small,33.92,1,0
Patel Infosystems & Co,Punjab,IT Services,2.45,1388790.47,2,0,0.2,Small,51.07,0,0
Dharamshala Movers & Co,Himachal Pradesh,Logistics,8.64,456769.13,2,0,0.38,Micro,61.76,0,0
Venkat Transport & Sons,West Bengal,Logistics,2.97,1630470.29,2,1,0.38,Small,57.59,0,0
Chennai Retail Co & Co,Tamil Nadu,Retail,14.58,560634.44,2,1,0.32,Micro,79.43,0,1
Agarwal Builders LLP,Maharashtra,Construction,5.0,4355703.4,2,0,0.65,Small,49.51,1,0
Venkat Agro Pvt Ltd,West Bengal,F&B,7.1,50000.0,2,0,0.55,Micro,49.01,1,0
Kumar Engineering LLP,Gujarat,Manufacturing,8.73,9786317.75,2,1,0.48,Small,60.15,0,0
Coimbatore Verma Enterprises,Tamil Nadu,Manufacturing,11.86,516924.69,2,0,0.48,Micro,67.29,0,1
Gupta Couriers & Co,Haryana,Logistics,16.67,812184.38,2,1,0.38,Micro,77.72,0,1
Iyer Infra Pvt Ltd,Maharashtra,Construction,3.48,50000.0,2,1,0.65,Micro,36.75,1,0
NCR Fabricators LLP,Delhi,Manufacturing,14.92,285999.78,2,1,0.48,Micro,72.62,0,1
MH Mehta Pvt Ltd,Maharashtra,Manufacturing,2.83,244455.73,5,0,0.48,Micro,56.89,0,0
Capital Nutrition Pvt Ltd,Delhi,F&B,1.46,300123.26,2,1,0.55,Micro,41.75,1,0
Anand Retail Co Enterprises,Maharashtra,Retail,10.0,100654.0,2,1,0.32,Micro,65.03,0,1
Mumbai Beverages Pvt Ltd,Maharashtra,F&B,9.92,50000.0,2,1,0.55,Micro,55.56,0,0
Mumbai Bazaar & Co,Maharashtra,Retail,10.46,489651.48,2,1,0.32,Micro,72.25,0,1
UP Verma Pvt Ltd,Uttar Pradesh,Retail,3.25,417054.17,2,0,0.32,Micro,56.53,0,0
Kumar Retail Co & Co,West Bengal,Retail,3.31,129740.43,3,1,0.32,Micro,74.78,0,1
Rajkot Shah & Sons,Gujarat,Construction,10.0,50000.0,2,0,0.65,Micro,44.55,1,0
Gupta Kitchen LLP,Bihar,F&B,6.42,140782.19,2,0,0.55,Micro,37.76,1,0
Kapoor Engineering Pvt Ltd,Tamil Nadu,Manufacturing,10.95,50000.0,3,1,0.48,Micro,85.67,0,1
Bengaluru Forge LLP,Karnataka,Manufacturing,5.49,3465180.75,3,1,0.48,Small,65.6,0,1
Malhotra Industries & Sons,Madhya Pradesh,Manufacturing,0.57,168117.63,6,1,0.48,Micro,61.64,0,0
KA Shah Pvt Ltd,Karnataka,Construction,2.4,272880.94,2,1,0.65,Micro,37.09,1,0
Darbhanga Gowda Enterprises,Bihar,Logistics,3.4,8842416.72,2,0,0.38,Small,58.56,0,0
Konkan Supply Chain & Co,Maharashtra,Logistics,1.3,501454.85,2,0,0.38,Micro,43.16,1,0
Gaya Infosystems Pvt Ltd,Bihar,IT Services,7.76,1188457.16,2,0,0.2,Small,53.85,0,0
Konkan Foods & Co,Maharashtra,F&B,2.02,90632.22,2,0,0.55,Micro,28.99,1,0
Shah Industries Pvt Ltd,Haryana,Manufacturing,8.77,8880345.88,3,0,0.48,Small,73.42,0,0
Nair Supply Chain & Co,Gujarat,Logistics,0.97,932174.1,3,0,0.38,Micro,37.0,1,0
Bhilai Kapoor & Co,Chhattisgarh,IT Services,6.69,1967765.84,5,1,0.2,Small,78.94,0,1
Mumbai Anand & Sons,Maharashtra,F&B,3.25,370343.22,3,0,0.55,Micro,56.19,0,0
GJ Infosystems LLP,Gujarat,IT Services,15.69,73410.02,3,1,0.2,Micro,93.3,0,1
Gaya Malhotra Pvt Ltd,Bihar,Manufacturing,4.26,479803.26,2,0,0.48,Micro,52.07,0,0
Delhi Builders Pvt Ltd,Delhi,Construction,0.92,1297700.36,2,1,0.65,Small,41.57,1,0
Agra Logistics Pvt Ltd,Uttar Pradesh,Logistics,0.51,1083838.05,4,0,0.38,Small,67.17,0,1
Shetty Commerce LLP,Rajasthan,Retail,1.75,9162457.62,2,0,0.32,Small,59.09,0,0
Delhi Menon Pvt Ltd,Delhi,Manufacturing,1.07,201598.1,3,1,0.48,Micro,53.93,0,0
Lucknow Venkat Pvt Ltd,Uttar Pradesh,F&B,5.44,50000.0,2,1,0.55,Micro,47.4,1,0
Rajkot Iyer Pvt Ltd,Gujarat,Logistics,3.22,675277.86,3,0,0.38,Micro,61.57,0,0
Venkat Developers Pvt Ltd,Haryana,Construction,8.47,1404277.42,5,0,0.65,Small,59.29,0,0
Pune Verma & Co,Maharashtra,IT Services,6.17,1655021.47,2,1,0.2,Small,72.92,0,1
KA Transport & Co,Karnataka,Logistics,2.7,210346.7,2,0,0.38,Micro,47.21,1,0
Amritsar Manufacturing LLP,Punjab,Manufacturing,10.85,1727830.3,2,0,0.48,Small,58.0,0,0
Rohtak Nutrition & Co,Haryana,F&B,13.57,591095.8,2,1,0.55,Micro,74.66,0,0
Reddy InfoServ & Co,Delhi,IT Services,6.89,45911292.47,2,1,0.2,Medium,71.22,0,0
Lucknow Beverages LLP,Uttar Pradesh,F&B,10.0,345123.35,2,1,0.55,Micro,53.48,0,0
Bose Transport & Sons,Karnataka,Logistics,16.73,84557530.95,2,0,0.38,Medium,77.94,0,0
KA Singh Pvt Ltd,Karnataka,Logistics,15.48,5972910.47,2,0,0.38,Small,68.69,0,0
NCR Menon & Sons,Delhi,IT Services,1.01,319833.86,7,1,0.2,Micro,73.71,0,1
Madurai Kumar & Co,Tamil Nadu,F&B,1.75,900373.72,2,1,0.55,Micro,37.19,1,0
Vadodara Jain & Sons,Gujarat,IT Services,1.5,50000.0,2,1,0.2,Micro,54.52,0,0
Reddy Stores & Co,Maharashtra,Retail,2.85,140083.35,2,1,0.32,Micro,57.18,0,0
Hazaribagh Traders Enterprises,Jharkhand,Retail,12.76,504322.81,2,0,0.32,Micro,68.26,0,1
Verma Dairy Pvt Ltd,Himachal Pradesh,F&B,0.7,195818.5,2,0,0.55,Micro,38.19,1,0
