company_name,State,Sector,paid_up_capital,authorized_cap_inr,age_years,capital_tier,director_count,state_npa_proxy,credit_score,default_risk,is_metro,sector_risk_score
Dynamic Enterprises Pvt Ltd,Tamil Nadu,Retail,736521.4982560397,1051304.2065757199,5.62,Micro,4,0.08,683,0,1,0.35
Apex Builders Ltd,Kerala,IT Services,39350775.884198934,45377775.798240796,4.42,Small,3,0.08,747,0,0,0.28
Quality Tech Ltd,Delhi,Manufacturing,56070102.99203384,81862997.25275029,6.28,Small,3,0.05,703,0,1,0.48
Quality Enterprises Ltd,Karnataka,Manufacturing,6934659.080624493,8862376.227168454,4.78,Micro,2,0.05,707,0,1,0.48
Sai Builders Ltd,Haryana,Construction,5834036.163675511,7136446.505812113,9.92,Micro,1,0.08,665,0,0,0.62
Global Builders LLP,Haryana,Retail,9408117.500890031,12075759.539419688,3.11,Micro,4,0.08,553,0,0,0.35
Ravi Tech LLP,Jharkhand,Logistics,3985733.5635939315,4773581.698816083,6.82,Micro,3,0.11,601,0,0,0.42
Global Trading Ltd,Telangana,Manufacturing,2288236.2973004305,3071544.274632447,21.16,Micro,4,0.08,752,0,1,0.48
Dynamic Tech Pvt Ltd,Karnataka,Logistics,4509025.697311691,5597574.892588228,2.2,Micro,2,0.05,559,0,1,0.42
Apex Ventures Corp,Uttar Pradesh,Retail,2199695.241547332,2732088.108284959,5.18,Micro,1,0.11,645,0,0,0.35
Dynamic Industries Pvt Ltd,Telangana,Retail,1873432.7689338247,2232986.5488965027,6.13,Micro,1,0.08,626,0,1,0.35
Balaji Fabrics Ltd,Punjab,Manufacturing,6674212.910173155,9097508.7454142,2.73,Micro,2,0.08,524,0,0,0.48
Shree Builders Pvt Ltd,Telangana,Logistics,8859761.369630085,13235978.591395443,11.65,Micro,3,0.08,662,0,1,0.42
Jagannath Logistics Pvt Ltd,Karnataka,IT Services,4686677.836052601,6564282.110930915,3.42,Micro,3,0.05,558,0,1,0.28
Quality Tech LLP,Chandigarh,Retail,7162566.133609617,9547815.43534238,4.12,Micro,4,0.08,683,0,0,0.35
Jagannath Enterprises LLP,Delhi,Construction,2546632.197494157,3293885.236433699,9.85,Micro,3,0.05,673,0,1,0.62
Quality Logistics LLP,Uttar Pradesh,Manufacturing,63029894.638748884,86022789.05653805,5.28,Small,1,0.11,685,0,0,0.48
Dynamic Trading Pvt Ltd,Rajasthan,Logistics,7882574.456873693,10741525.258758957,9.16,Micro,2,0.08,658,0,0,0.42
Global Logistics Corp,Telangana,Logistics,44131289.970122,54118971.69078304,24.53,Small,1,0.08,771,0,1,0.42
Jagannath Trading LLP,Odisha,Retail,8897769.977657104,12891351.44505531,6.32,Micro,2,0.11,606,0,0,0.35
Apex Solutions Corp,Gujarat,Logistics,5536465.185271596,6279314.630256386,3.43,Micro,1,0.05,579,0,0,0.42
Jagannath Enterprises Corp,Himachal Pradesh,F&B,9186982.213453429,11738723.600440549,29.13,Micro,3,0.08,768,0,0,0.55
Shree Enterprises Ltd,Madhya Pradesh,Retail,8383185.399094765,9906135.548089353,6.84,Micro,3,0.08,675,0,0,0.35
Jagannath Logistics Ltd,Tamil Nadu,Retail,2134394.228093406,2769416.685489305,9.75,Micro,4,0.08,621,0,1,0.35
Global Builders LLP,Karnataka,IT Services,2635010.1478526886,3101880.2951602214,14.46,Micro,2,0.05,733,0,1,0.28
Shree Tech Ltd,Delhi,Manufacturing,52338195.12003468,72907715.25776185,5.58,Small,4,0.05,686,0,1,0.48
Indian Builders Ltd,Karnataka,IT Services,8288543.281538459,10222098.948273137,9.32,Micro,2,0.05,694,0,1,0.28
Jagannath Fabrics Ltd,Maharashtra,Construction,74977372.43833134,109852788.49800493,7.69,Small,4,0.05,716,0,1,0.62
Dynamic Fabrics LLP,Maharashtra,IT Services,4628747.464645515,5131390.649734979,0.76,Micro,4,0.05,553,0,1,0.28
Global Logistics Corp,Uttar Pradesh,Retail,8251529.73161966,11236273.665149352,3.15,Micro,1,0.11,514,0,0,0.35
Nova Logistics LLP,West Bengal,Manufacturing,223187331.7677187,273697501.0735904,5.22,Medium,2,0.08,689,0,1,0.48
Quality Foods LLP,Karnataka,Retail,8292846.365027126,11609374.199517287,3.99,Micro,4,0.05,565,0,1,0.35
Nova Trading Corp,Tamil Nadu,F&B,2284852.725592886,2980901.747149839,5.32,Micro,4,0.08,692,0,1,0.55
Jagannath Fabrics Ltd,Karnataka,F&B,7485065.599379793,10717702.94539569,6.54,Micro,4,0.05,658,0,1,0.55
Dynamic Trading Corp,Delhi,Manufacturing,642804.654879728,869536.4436485034,19.33,Micro,3,0.05,752,0,1,0.48
Balaji Builders Corp,West Bengal,Manufacturing,6177356.681430796,7700748.6182372235,8.69,Micro,1,0.08,685,0,1,0.48
Jagannath Solutions Ltd,Maharashtra,IT Services,5094379.727820797,5716866.885118132,1.21,Micro,3,0.05,582,0,1,0.28
Quality Ventures Pvt Ltd,Delhi,Construction,7905258.288791424,10595187.271624593,4.2,Micro,2,0.05,706,0,1,0.62
Indian Solutions Pvt Ltd,Telangana,Retail,34407429.90541313,39198770.496397756,5.81,Small,2,0.08,729,0,1,0.35
Jagannath Builders Corp,Tamil Nadu,Retail,5263248.955870558,6370642.372948172,8.77,Micro,3,0.08,665,0,1,0.35
Apex Logistics Pvt Ltd,Puducherry,Manufacturing,2486516.892135559,2883871.3536395286,1.83,Micro,4,0.08,547,0,0,0.48
Jagannath Tech Ltd,Odisha,Retail,1281476.8681198542,1881917.2229747768,8.45,Micro,4,0.11,637,0,0,0.35
Quality Builders Corp,Delhi,Manufacturing,2068730.6953758295,2772625.87911167,7.53,Micro,3,0.05,624,0,1,0.48
Balaji Fabrics Pvt Ltd,Maharashtra,Construction,7315605.306852605,10291905.62350786,7.08,Micro,2,0.05,670,0,1,0.62
Indian Tech Corp,Maharashtra,Manufacturing,7690374.421199527,9901732.071412267,5.33,Micro,3,0.05,697,0,1,0.48
Nova Industries Pvt Ltd,Gujarat,Manufacturing,3934478.7294379235,4468618.164249175,5.52,Micro,2,0.05,695,0,0,0.48
Balaji Industries LLP,Haryana,Logistics,7117729.277657734,9562893.351088088,7.39,Micro,3,0.08,672,0,0,0.42
Dynamic Foods Ltd,Uttar Pradesh,Manufacturing,3959630.589098723,5010716.385932289,12.11,Micro,1,0.11,686,0,0,0.48
Maruti Ventures Ltd,Karnataka,Retail,9843757.882186538,12443079.637819424,5.93,Micro,1,0.05,673,0,1,0.35
Dynamic Fabrics Pvt Ltd,Tamil Nadu,Manufacturing,5402239.205356345,7195293.65788775,1.61,Micro,3,0.08,508,0,1,0.48
Nova Enterprises Ltd,Uttar Pradesh,Construction,9674974.80556368,10643723.189467343,3.65,Micro,2,0.11,518,0,0,0.62
Shree Foods Pvt Ltd,Delhi,F&B,492672677.69398534,650068668.7020919,9.5,Medium,2,0.05,672,0,1,0.55
Global Industries Pvt Ltd,Delhi,IT Services,7127293.345037631,9125106.093402933,5.2,Micro,1,0.05,659,0,1,0.28
Dynamic Logistics Corp,West Bengal,Retail,1265621.333888696,1770127.7050163487,9.08,Micro,2,0.08,664,0,1,0.35
Balaji Industries Pvt Ltd,Tamil Nadu,Retail,5207361.679931474,7746695.452645663,2.56,Micro,4,0.08,535,0,1,0.35
Nova Ventures Ltd,Karnataka,Retail,3824106.8697775532,5256816.393894197,4.12,Micro,1,0.05,678,0,1,0.35
Sai Enterprises Pvt Ltd,Karnataka,IT Services,8150964.6841401905,9905711.791839298,6.8,Micro,4,0.05,675,0,1,0.28
Balaji Logistics LLP,Tamil Nadu,Retail,2058808.8805384187,2839915.7403691104,5.21,Micro,3,0.08,672,0,1,0.35
Jagannath Tech Corp,Telangana,Construction,9669857.70183984,11514520.359546412,4.75,Micro,3,0.08,661,0,1,0.62
Maruti Tech LLP,Maharashtra,Construction,7402919.911133722,8288310.905747019,5.04,Micro,1,0.05,634,0,1,0.62
Jagannath Tech LLP,Gujarat,Retail,454771923.0006165,541057851.843843,4.33,Medium,2,0.05,675,0,0,0.35
Ravi Builders Ltd,Delhi,Logistics,1564448.5831077923,2215535.7045352194,4.43,Micro,4,0.05,677,0,1,0.42
Apex Fabrics Corp,Telangana,Retail,959774.1234505324,1121265.95273574,8.64,Micro,1,0.08,688,0,1,0.35
Sai Foods Pvt Ltd,Gujarat,Retail,4067498.192622773,4966950.582860444,4.37,Micro,4,0.05,683,0,0,0.35
Dynamic Foods LLP,Telangana,Retail,1547914.5332426662,2102730.9252250213,7.77,Micro,3,0.08,657,0,1,0.35
Balaji Logistics Pvt Ltd,Andhra Pradesh,Logistics,6554300.601528913,7963825.951761536,9.85,Micro,4,0.08,636,0,0,0.42
Ravi Solutions LLP,Tamil Nadu,Retail,5876389.064931917,8763473.986699462,29.74,Micro,4,0.08,749,0,1,0.35
Global Industries Ltd,Maharashtra,Manufacturing,7289812.728729657,10647550.884370368,9.06,Micro,4,0.05,669,0,1,0.48
Sai Industries Corp,Gujarat,Manufacturing,5740053.346483223,6616567.366905643,4.03,Micro,4,0.05,674,0,0,0.48
Balaji Foods Corp,Telangana,Logistics,1656467.7529384822,2281917.3973939293,7.32,Micro,1,0.08,693,0,1,0.42
Nova Tech Corp,Gujarat,IT Services,5196292.706453333,7018667.172001734,21.65,Micro,1,0.05,769,0,0,0.28
Global Ventures Pvt Ltd,Telangana,Manufacturing,62912614.17735631,80099105.82267083,6.62,Small,2,0.08,721,0,1,0.48
Global Tech Corp,Maharashtra,Manufacturing,84651599.15672258,126154791.20264658,3.78,Small,4,0.05,593,0,1,0.48
Dynamic Trading LLP,Tamil Nadu,Manufacturing,75399861.20010926,89251533.72613935,8.45,Small,4,0.08,701,0,1,0.48
Apex Logistics Corp,Tamil Nadu,IT Services,9098551.574301915,12356369.769879984,4.64,Micro,2,0.08,678,0,1,0.28
Global Foods Pvt Ltd,Delhi,IT Services,98413637.95999642,138323258.83331087,9.78,Small,1,0.05,764,0,1,0.28
Maruti Builders Pvt Ltd,Telangana,Manufacturing,6459981.934955964,8540616.229743253,12.01,Micro,4,0.08,733,0,1,0.48
Global Enterprises LLP,Gujarat,Manufacturing,13189641.608941505,19527086.010073524,11.48,Small,4,0.05,760,0,0,0.48
Maruti Ventures Corp,Andhra Pradesh,IT Services,13713847.868586024,18662183.83130728,13.89,Small,4,0.08,765,0,0,0.28
Dynamic Solutions Pvt Ltd,Delhi,Manufacturing,9474410.556348609,10755082.782838,12.04,Micro,3,0.05,745,0,1,0.48
Quality Tech Corp,Gujarat,IT Services,49325939.009205185,63823352.372459464,1.69,Small,3,0.05,572,0,0,0.28
Ravi Builders LLP,Delhi,IT Services,3811837.8886766154,4475574.1617187485,9.95,Micro,1,0.05,677,0,1,0.28
Quality Logistics Ltd,Gujarat,Retail,5989981.968440093,7346960.689719095,4.6,Micro,4,0.05,700,0,0,0.35
Maruti Builders LLP,Telangana,Retail,6115810.194233508,7005074.258962445,12.17,Micro,1,0.08,767,0,1,0.35
Nova Builders Corp,Tamil Nadu,Logistics,3098830.5122474506,3429520.59824938,4.65,Micro,3,0.08,659,0,1,0.42
Maruti Tech Pvt Ltd,Maharashtra,Retail,2174488.601786699,3132670.1287796916,11.79,Micro,3,0.05,680,0,1,0.35
Global Foods LLP,West Bengal,Logistics,2863616.270245218,3991598.0906247017,7.93,Micro,3,0.08,719,0,1,0.42
Global Logistics Ltd,Maharashtra,Retail,2847626.81210149,4023531.4066978246,3.93,Micro,1,0.05,521,0,1,0.35
Quality Solutions LLP,Maharashtra,Retail,3667899.527787062,4254086.046688815,4.61,Micro,3,0.05,673,0,1,0.35
Global Logistics LLP,Telangana,Retail,3770728.228098062,4188323.712606557,9.33,Micro,3,0.08,671,0,1,0.35
Jagannath Tech Ltd,Maharashtra,Retail,3313979.779541177,4472771.561221096,4.41,Micro,2,0.05,674,0,1,0.35
Dynamic Foods Corp,Maharashtra,Logistics,7618799.21729806,11124347.292145992,4.53,Micro,2,0.05,692,0,1,0.42
Ravi Enterprises Corp,Uttar Pradesh,Retail,96145134.87992406,109157215.94488893,11.1,Small,1,0.11,666,0,0,0.35
Jagannath Foods Ltd,Karnataka,Retail,6363937.17571652,8654213.960491994,8.12,Micro,3,0.05,652,0,1,0.35
Maruti Industries Corp,Tamil Nadu,Manufacturing,9469826.601357691,11720832.311969038,1.91,Micro,1,0.08,532,0,1,0.48
Sai Industries Corp,Maharashtra,Retail,7885325.318089844,8956366.231502019,6.87,Micro,2,0.05,641,0,1,0.35
Balaji Fabrics LLP,Maharashtra,Retail,9108699.532428851,12397766.945843693,9.48,Micro,1,0.05,689,0,1,0.35
Maruti Logistics Corp,Maharashtra,Manufacturing,5293381.5267130025,6014707.024687552,7.25,Micro,2,0.05,679,0,1,0.48
Nova Industries Pvt Ltd,Delhi,Manufacturing,6952939.336055858,9775779.67320983,2.81,Micro,3,0.05,572,0,1,0.48
Shree Enterprises Pvt Ltd,Maharashtra,Retail,61115273.5602245,83635004.09532489,6.16,Small,4,0.05,669,0,1,0.35
Apex Enterprises LLP,Maharashtra,Manufacturing,4470555.706138947,5697939.440872116,8.99,Micro,4,0.05,684,0,1,0.48
Shree Tech Corp,Karnataka,Construction,63121445.96657491,91178613.36947379,7.42,Small,4,0.05,707,0,1,0.62
Apex Ventures Pvt Ltd,Delhi,Construction,6646132.539491634,7813389.401059709,5.17,Micro,3,0.05,678,0,1,0.62
Balaji Tech Pvt Ltd,Telangana,F&B,4891154.487829866,6542118.904914805,6.86,Micro,3,0.08,678,0,1,0.55
Dynamic Foods LLP,Maharashtra,Retail,9627222.453251176,10862779.822575964,4.13,Micro,3,0.05,698,0,1,0.35
Ravi Tech Pvt Ltd,Tamil Nadu,Construction,1283452.0165274541,1610032.1601201983,11.9,Micro,2,0.08,663,0,1,0.62
Dynamic Enterprises Pvt Ltd,Telangana,Retail,2916059.619561896,4047805.2048267988,9.19,Micro,1,0.08,680,0,1,0.35
Maruti Builders Corp,Uttar Pradesh,Manufacturing,8590440.219977751,10657532.353899831,9.72,Micro,2,0.11,630,0,0,0.48
Dynamic Ventures Corp,Madhya Pradesh,Retail,6207949.074170286,6891175.348263855,2.97,Micro,4,0.08,536,0,0,0.35
Global Foods LLP,Kerala,Retail,5714475.827853434,8467199.911781166,9.62,Micro,3,0.08,694,0,0,0.35
Shree Logistics Pvt Ltd,Rajasthan,Retail,77063991.5401129,98313090.47932982,3.58,Small,4,0.08,566,0,0,0.35
Maruti Solutions Ltd,West Bengal,Retail,302820464.9391749,435760598.8866572,4.51,Medium,2,0.08,716,0,1,0.35
Apex Enterprises Ltd,Karnataka,Retail,9211762.228153996,12921419.767547438,3.62,Micro,2,0.05,545,0,1,0.35
Balaji Enterprises Pvt Ltd,Delhi,IT Services,2799509.7124712835,3618038.8413439128,4.66,Micro,1,0.05,629,0,1,0.28
Shree Builders Ltd,Uttar Pradesh,Manufacturing,602663.1213039532,781657.354513477,7.36,Micro,3,0.11,628,0,0,0.48
Nova Industries Corp,Delhi,Construction,6054867.160560967,7009485.0250937985,5.39,Micro,1,0.05,675,0,1,0.62
Ravi Tech Pvt Ltd,Telangana,Logistics,5532852.491908148,7684011.425672773,10.59,Micro,1,0.08,675,0,1,0.42
Apex Ventures LLP,West Bengal,Manufacturing,5811415.125996787,7302750.357434199,1.82,Micro,3,0.08,521,0,1,0.48
Global Enterprises Corp,Delhi,Manufacturing,24391043.03379419,31069994.37335599,11.94,Small,1,0.05,720,0,1,0.48
Quality Tech Ltd,Karnataka,IT Services,11334472.80263559,13941475.863248087,7.56,Small,2,0.05,709,0,1,0.28
Quality Industries Ltd,Karnataka,Manufacturing,18523395.035947666,26239147.431987077,6.81,Small,3,0.05,682,0,1,0.48
Indian Solutions Pvt Ltd,Rajasthan,Manufacturing,8249555.407185516,9202026.344728414,10.67,Micro,3,0.08,675,0,0,0.48
Balaji Builders Corp,Punjab,Logistics,5154310.027764639,7242051.801673881,4.71,Micro,3,0.08,696,0,0,0.42
Maruti Enterprises Pvt Ltd,Tamil Nadu,Manufacturing,5891512.484990439,8596789.631528333,7.94,Micro,4,0.08,668,0,1,0.48
Apex Ventures LLP,Maharashtra,Retail,7932692.422840979,10380228.393152148,4.53,Micro,1,0.05,666,0,1,0.35
Indian Tech Ltd,Chhattisgarh,Construction,5327240.640652669,6895747.883637608,5.94,Micro,1,0.08,678,0,0,0.62
Sai Enterprises Ltd,Tamil Nadu,Retail,6376146.510777536,8816303.47386177,6.79,Micro,4,0.08,724,0,1,0.35
Apex Solutions LLP,Uttar Pradesh,Retail,3659233.846910294,5401846.14253414,4.71,Micro,2,0.11,644,0,0,0.35
Ravi Ventures Pvt Ltd,Maharashtra,Manufacturing,9033407.579019653,12563047.403411407,9.91,Micro,4,0.05,669,0,1,0.48
Shree Ventures Corp,Maharashtra,Retail,12981163.037366122,17374192.46505842,2.26,Small,2,0.05,536,0,1,0.35
Global Builders Corp,Tamil Nadu,Manufacturing,7788095.161951701,10123706.550437963,7.14,Micro,1,0.08,672,0,1,0.48
Quality Foods Corp,Karnataka,F&B,4964820.370994617,6342034.482467624,7.15,Micro,1,0.05,671,0,1,0.55
Jagannath Fabrics LLP,Maharashtra,Construction,66296580.9378612,96203104.6769747,12.82,Small,1,0.05,792,0,1,0.62
Ravi Builders Ltd,Gujarat,Manufacturing,3986537.485783199,4417010.940659325,10.0,Micro,2,0.05,704,0,0,0.48
Quality Ventures LLP,Karnataka,Construction,6444231.939262741,9109944.228694966,4.42,Micro,2,0.05,671,0,1,0.62
Ravi Fabrics Pvt Ltd,Tamil Nadu,Manufacturing,9386790.796420734,12971426.38673481,4.29,Micro,4,0.08,660,0,1,0.48
Ravi Fabrics LLP,Uttarakhand,Construction,3140102.270269414,4597536.731544991,3.02,Micro,1,0.08,516,0,0,0.62
Nova Enterprises LLP,Gujarat,IT Services,79814635.3153934,100707610.00227058,3.29,Small,1,0.05,561,0,0,0.28
Dynamic Tech Ltd,Karnataka,Logistics,8814348.64546717,12380292.970033962,3.16,Micro,1,0.05,509,0,1,0.42
Balaji Fabrics Corp,West Bengal,Logistics,4496881.56359263,5871073.477583532,11.67,Micro,2,0.08,689,0,1,0.42
Jagannath Logistics Pvt Ltd,Uttar Pradesh,Logistics,1212445.4443132335,1581186.2895821333,8.9,Micro,4,0.11,650,0,0,0.42
Indian Builders Corp,Tamil Nadu,Manufacturing,4121754.8694507824,5666659.000938964,3.89,Micro,3,0.08,546,0,1,0.48
Dynamic Trading Pvt Ltd,Karnataka,IT Services,9154943.665784486,13019118.87907263,5.49,Micro,4,0.05,683,0,1,0.28
Maruti Trading Pvt Ltd,Bihar,Retail,7188294.02612608,9583618.385234058,5.55,Micro,3,0.11,647,0,0,0.35
Dynamic Enterprises LLP,Maharashtra,F&B,1914151.9696192155,2745522.911007165,2.31,Micro,2,0.05,514,0,1,0.55
Shree Foods Corp,Telangana,F&B,5108045.650390086,6901940.45382166,11.64,Micro,2,0.08,655,0,1,0.55
Apex Fabrics LLP,Uttar Pradesh,IT Services,7213610.287258038,9799647.976892652,2.29,Micro,3,0.11,517,0,0,0.28
Ravi Builders Pvt Ltd,Maharashtra,Logistics,3653440.7789802863,4165908.2414841303,2.9,Micro,1,0.05,561,0,1,0.42
Shree Builders LLP,Tamil Nadu,Construction,18804425.521933414,24665403.530379474,3.45,Small,4,0.08,550,0,1,0.62
Shree Ventures LLP,Madhya Pradesh,Construction,88834424.35023966,123622307.32352911,30.09,Small,3,0.08,833,0,0,0.62
Jagannath Solutions Pvt Ltd,Delhi,Construction,50727759.000984184,57595193.75235135,3.91,Small,1,0.05,580,0,1,0.62
Shree Logistics LLP,Maharashtra,Retail,5042573.031401964,6637674.991971544,4.87,Micro,3,0.05,658,0,1,0.35
Apex Tech LLP,Delhi,Retail,25600177.713579442,37669181.20840198,9.11,Small,3,0.05,720,0,1,0.35
Apex Tech LLP,Gujarat,Manufacturing,4222796.24892409,5282212.0095782885,1.8,Micro,1,0.05,547,0,0,0.48
Jagannath Enterprises Pvt Ltd,Maharashtra,Construction,222226648.46280912,298396931.5423465,10.68,Medium,4,0.05,722,0,1,0.62
Ravi Trading LLP,Maharashtra,IT Services,9795000.205795541,11566352.969491102,7.58,Micro,3,0.05,717,0,1,0.28
Jagannath Logistics Ltd,Gujarat,F&B,39524030.972055525,54229478.547018476,5.87,Small,1,0.05,694,0,0,0.55
Maruti Tech LLP,Tamil Nadu,Retail,52964785.30219082,77814425.24346015,8.04,Small,2,0.08,731,0,1,0.35
Shree Logistics Pvt Ltd,Andhra Pradesh,Logistics,1552210.0979825507,2286968.518680112,7.17,Micro,1,0.08,674,0,0,0.42
Maruti Enterprises Ltd,West Bengal,Retail,4395678.515792525,5985271.493279907,16.61,Micro,4,0.08,697,0,1,0.35
Dynamic Industries LLP,Tamil Nadu,Logistics,4325668.3912543515,5260863.131745705,8.42,Micro,4,0.08,693,0,1,0.42
Indian Trading Pvt Ltd,A&N Islands,Retail,5544725.09581983,7409944.39786624,3.6,Micro,4,0.08,540,0,0,0.35
Nova Solutions Corp,Maharashtra,Logistics,4454961.944459136,5836380.317901402,8.36,Micro,2,0.05,676,0,1,0.42
Maruti Foods LLP,Karnataka,Logistics,9531500.998459581,10764014.906394195,4.01,Micro,3,0.05,635,0,1,0.42
Dynamic Trading Pvt Ltd,Tamil Nadu,Construction,1792904.7044295615,2613527.11037983,6.27,Micro,2,0.08,715,0,1,0.62
Balaji Trading Ltd,A&N Islands,Construction,4956872.76947945,5897338.648114481,12.67,Micro,3,0.08,711,0,0,0.62
Maruti Industries Ltd,Telangana,Manufacturing,8126617.647988264,9092173.318122042,1.89,Micro,4,0.08,551,0,1,0.48
Shree Logistics Pvt Ltd,Maharashtra,IT Services,1594754.4561135215,1801405.676550632,9.3,Micro,4,0.05,682,0,1,0.28
Dynamic Tech Ltd,Karnataka,Retail,3484683.9830016824,4072344.535711843,1.19,Micro,4,0.05,554,0,1,0.35
Ravi Tech LLP,Uttar Pradesh,Construction,1146301.7298000758,1535288.115600041,3.87,Micro,2,0.11,484,1,0,0.62
Shree Logistics Corp,Maharashtra,Construction,7368816.091824656,8280219.81518364,20.15,Micro,1,0.05,770,0,1,0.62
Nova Solutions Ltd,Odisha,Construction,2558625.9152234443,3177268.676101659,8.15,Micro,4,0.11,585,0,0,0.62
Maruti Industries Corp,Bihar,Logistics,3803357.199688507,4785252.417872375,14.83,Micro,1,0.11,704,0,0,0.42
Dynamic Builders Ltd,Telangana,IT Services,1873127.8718784382,2776849.551788317,5.28,Micro,2,0.08,626,0,1,0.28
Shree Enterprises Pvt Ltd,Karnataka,Manufacturing,8988021.03588486,10444505.910516119,6.22,Micro,4,0.05,680,0,1,0.48
Ravi Trading Corp,West Bengal,Retail,35562916.89751492,50389887.30180969,5.03,Small,4,0.08,723,0,1,0.35
Apex Builders Corp,Tamil Nadu,IT Services,8051877.006096842,9513213.401666995,1.34,Micro,4,0.08,547,0,1,0.28
Sai Ventures Corp,Karnataka,Manufacturing,1861796.4175554584,2267693.762755692,5.91,Micro,4,0.05,627,0,1,0.48
Ravi Enterprises Ltd,Telangana,Logistics,4210473.586778613,6149271.973824732,4.0,Micro,2,0.08,508,0,1,0.42
Maruti Enterprises Pvt Ltd,Maharashtra,Retail,2994235.7477109283,3600501.6036562263,6.65,Micro,4,0.05,709,0,1,0.35
Maruti Fabrics LLP,Punjab,Manufacturing,2252476.769084269,2669012.2312286203,6.56,Micro,1,0.08,669,0,0,0.48
Quality Foods Pvt Ltd,Maharashtra,Logistics,7174246.726423018,10459270.333189731,2.29,Micro,1,0.05,573,0,1,0.42
Indian Fabrics LLP,West Bengal,F&B,6054470.552173944,7570961.762866487,1.99,Micro,4,0.08,542,0,1,0.55
Shree Foods Ltd,West Bengal,Construction,4966080.86783792,6893459.503874524,4.25,Micro,1,0.08,682,0,1,0.62
Apex Logistics Ltd,Gujarat,Retail,1398560.2688213899,1688498.0407983267,1.47,Micro,1,0.05,559,1,0,0.35
Global Tech Corp,Gujarat,Manufacturing,9237406.06649741,11238207.514507852,4.91,Micro,1,0.05,664,0,0,0.48
Quality Logistics Corp,Karnataka,Logistics,3789818.9406698593,4580484.267418252,8.09,Micro,3,0.05,701,0,1,0.42
Ravi Ventures Ltd,Tamil Nadu,Retail,4726639.3922323575,5372751.524973411,10.94,Micro,1,0.08,664,0,1,0.35
Ravi Foods LLP,Tamil Nadu,F&B,5287980.552339772,7232620.860762728,12.32,Micro,2,0.08,730,0,1,0.55
Quality Enterprises Pvt Ltd,Goa,Manufacturing,2868041.6339554065,3373876.7778229015,7.21,Micro,1,0.08,703,0,0,0.48
Quality Solutions Pvt Ltd,Uttar Pradesh,Construction,42921391.158721805,62023087.88342675,3.9,Small,3,0.11,547,0,0,0.62
Jagannath Trading Pvt Ltd,Maharashtra,Retail,8196886.3720144015,9903843.184305742,6.87,Micro,4,0.05,671,0,1,0.35
Quality Tech Pvt Ltd,Gujarat,IT Services,3505110.639208997,4417564.526361967,3.03,Micro,1,0.05,533,0,0,0.28
Indian Solutions Pvt Ltd,Maharashtra,Retail,2234789.456513565,2688295.1964635234,9.7,Micro,4,0.05,692,0,1,0.35
Global Builders LLP,Uttar Pradesh,Retail,82198634.09863879,107930607.29648308,2.48,Small,4,0.11,533,0,0,0.35
Sai Solutions LLP,Maharashtra,Logistics,1608690.8088153733,2294259.6882648375,13.45,Micro,2,0.05,697,0,1,0.42
Balaji Trading LLP,Uttar Pradesh,Construction,85636314.36230777,127849309.07717511,6.77,Small,4,0.11,669,0,0,0.62
